NECTA,fips,state,msa,population,total_postings,total_supply,supply_demand_ratio,supply_demand_qualifier,location_quotient,location_quotient_qualifier,top_job_1,top_job_2,top_job_3,top_job_4,top_job_5,top_job_6,top_job_7,top_job_8,top_job_9,top_job_10,analyze,securely_provision,operate_maintain,protect_defend,investigate,collect_operate,oversight_development,security+_holders,cissp_holders,cipp_holders,cisa_holders,cism_holders,security+_openings,cissp_openings,cipp_openings,cisa_openings,cism_openings
,41940,,"San Jose-Sunnyvale-Santa Clara, CA",1976836,7491,13075,1.7,Very Low,2.9,Very High,Cyber Security Analyst / Specialist,Cyber Security Engineer,Network Engineer / Architect,Software Developer / Engineer,Systems Engineer,Auditor,Senior Software Developer / Engineer,Cloud Architect,Software QA Engineer / Tester,Systems Administrator,2279,4615,4460,2414,480,974,2350,419,794,250,431,134,112,1464,86,677,535
,42020,,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",281401,84,372,4.4,Average,0.3,Very Low,Cyber Security Analyst / Specialist,Cyber Security Engineer,Help Desk Technician / Analyst,Systems Administrator,Systems Analyst,Network Engineer / Architect,Software Developer / Engineer,Systems Engineer,Data Manager,Network Administrator,27,39,71,31,5,9,21,142,42,<10,<10,<10,2,10,0,4,0
,42100,,"Santa Cruz-Watsonville, CA",274146,69,254,3.7,Low,0.3,Very Low,Cyber Security Engineer,Cyber Security Analyst / Specialist,Network Engineer / Architect,Systems Support Specialist,IT Director,Application Developer / Engineer,Network Support Technician,IT Project Manager,Build and Release Engineer,Business Intelligence Analyst,16,39,53,30,3,10,22,36,36,<10,12,<10,0,7,0,0,0
,42140,,"Santa Fe, NM",148686,61,120,2,Very Low,0.4,Very Low,Cyber Security Analyst / Specialist,Systems Engineer,Systems Administrator,Auditor,Data / Data Mining Analyst,Network Administrator,Risk Manager / Analyst,Software Developer / Engineer,Systems Integration Engineer / Specialist,Systems Support Specialist,25,21,41,24,3,18,11,40,18,<10,<10,<10,4,24,0,4,8
,42200,,"Santa Maria-Santa Barbara, CA",444769,242,771,3.2,Very Low,0.5,Very Low,Cyber Security Analyst / Specialist,Information Assurance Engineer / Analyst,Cyber Security Engineer,Network Engineer / Architect,Software Developer / Engineer,Systems Administrator,Systems Engineer,Systems Support Specialist,Embedded Software Engineer,Systems Analyst,66,148,174,85,14,31,50,415,61,<10,<10,<10,52,49,0,17,9
,42220,,"Santa Rosa, CA",502146,141,367,2.6,Very Low,0.3,Very Low,Cyber Security Analyst / Specialist,Network Engineer / Architect,Network Analyst / Specialist,Cyber Security Engineer,Systems Engineer,Cloud Architect,Systems Administrator,Technical Manager / Director,Network Administrator,Application Developer / Engineer,58,58,100,44,5,30,64,102,36,<10,15,<10,2,36,0,15,5
,42340,,"Savannah, GA",379199,139,283,2,Very Low,0.3,Very Low,Cyber Security Analyst / Specialist,Network Engineer / Architect,Network Administrator,Systems Support Specialist,Auditor,Computer Support Specialist,Help Desk Technician / Analyst,IT Director,IT Specialist / Engineer,Network Analyst / Specialist,34,39,109,29,0,17,34,388,32,<10,10,<10,19,17,2,5,9
,42540,,"Scranton--Wilkes-Barre--Hazleton, PA",558166,55,421,7.7,Very High,0.1,Very Low,Cyber Security Analyst / Specialist,Application Analyst,Auditor,Computer Support Specialist,Software Developer / Engineer,Systems Analyst,Network Engineer / Architect,Risk Manager / Analyst,Software QA Engineer / Tester,Application Developer / Engineer,17,23,35,13,4,3,14,131,21,<10,11,<10,2,9,0,4,1
,42660,,"Seattle-Tacoma-Bellevue, WA",3733580,5529,13616,2.5,Very Low,1.2,High,Cyber Security Analyst / Specialist,Cyber Security Engineer,Network Engineer / Architect,Auditor,Software Developer / Engineer,Systems Engineer,Systems Administrator,Senior Software Developer / Engineer,IT Director,IT Manager,2032,2937,3408,1813,368,766,1894,2170,1313,238,484,193,224,1490,69,807,560
,42680,,"Sebastian-Vero Beach, FL",147919,9,33,3.7,Low,0.1,Very Low,Computer Support Specialist,Cyber Security Analyst / Specialist,Database Administrator,Electrical Engineer,Systems Support Specialist,,,,,,1,1,7,0,0,0,2,13,<10,<10,<10,<10,1,1,0,0,0
,42700,,"Sebring, FL",99491,6,27,4.5,Average,0.1,Very Low,Systems Analyst,,,,,,,,,,1,1,3,0,0,0,2,17,<10,<10,<10,<10,1,0,0,0,0
,43100,,"Sheboygan, WI",115569,23,77,3.4,Low,0.2,Very Low,Cyber Security Engineer,Network Support Technician,Cyber Security Analyst / Specialist,IT Director,Computer Support Specialist,Project Manager,Systems Engineer,Systems Support Specialist,,,6,10,17,7,0,2,6,<10,<10,<10,<10,<10,0,2,0,0,0
,43300,,"Sherman-Denison, TX",125467,13,148,11.4,Very High,0.1,Very Low,Cyber Security Analyst / Specialist,Network Administrator,Systems Support Specialist,Engineering Manager,,,,,,,4,2,8,3,0,1,4,22,13,<10,<10,<10,0,1,0,0,0
,43340,,"Shreveport-Bossier City, LA",443708,194,527,2.7,Very Low,0.4,Very Low,Cyber Security Analyst / Specialist,Computer Support Specialist,Software Developer / Engineer,Computer Programmer,Web Developer,Auditor,IT Director,Network Engineer / Architect,Cyber Security Engineer,Attorney,51,34,128,51,1,34,41,304,38,<10,<10,<10,25,61,1,8,5
,43420,,"Sierra Vista-Douglas, AZ",126427,1114,1534,1.4,Very Low,12.9,Very High,Cyber Security Analyst / Specialist,Systems Engineer,Systems Administrator,Cyber Security Engineer,Information Assurance Engineer / Analyst,Software Developer / Engineer,Systems Analyst,Network Administrator,Network Engineer / Architect,Windows Administrator,338,533,885,275,35,107,146,1532,268,<10,12,28,469,251,0,81,53
,43580,,"Sioux City, IA-NE-SD",169069,92,92,1,Very Low,0.4,Very Low,Cyber Security Analyst / Specialist,Auditor,Cyber Security Engineer,Network Engineer / Architect,Unix Administrator / Engineer,IT Project Manager,Network Analyst / Specialist,Systems Engineer,Technical Consultant / Analyst,Cloud Architect,22,22,69,14,2,2,13,66,<10,<10,<10,<10,2,18,2,5,5
,43620,,"Sioux Falls, SD",251854,905,558,0.6,Very Low,2.4,Very High,Cyber Security Analyst / Specialist,Auditor,Cyber Security Engineer,Network Engineer / Architect,Risk Manager / Analyst,Systems Engineer,Network Support Technician,Software Developer / Engineer,Network Administrator,Systems Administrator,427,373,575,340,49,160,298,72,47,<10,21,10,24,212,10,181,71
,43780,,"South Bend-Mishawaka, IN-MI",320098,78,190,2.4,Very Low,0.2,Very Low,Cyber Security Analyst / Specialist,Systems Administrator,Auditor,Network Engineer / Architect,Cyber Security Engineer,Engineering Manager,IT Director,Risk Manager / Analyst,Chief Information Officer,Hardware Engineer,22,35,60,20,5,15,26,75,17,<10,18,<10,0,22,2,16,13
,43900,,"Spartanburg, SC",325079,76,119,1.6,Very Low,0.2,Very Low,Cyber Security Analyst / Specialist,Network Engineer / Architect,Cyber Security Engineer,Auditor,Data Warehouse Developer,IT Director,Oracle Database Administrator,Application Developer / Engineer,Computer Support Specialist,ETL Developer,11,35,58,23,13,9,23,76,18,<10,<10,<10,0,24,0,7,8
,44060,,"Spokane-Spokane Valley, WA",547824,177,533,3,Very Low,0.3,Very Low,Cyber Security Analyst / Specialist,Auditor,Cyber Security Engineer,Network Administrator,Network Analyst / Specialist,Software Developer / Engineer,Network Engineer / Architect,Systems Administrator,Systems Engineer,Embedded Software Engineer,61,86,127,50,7,29,37,284,58,<10,36,16,23,45,2,21,15
,44100,,"Springfield, IL",211156,131,430,3.3,Very Low,0.5,Very Low,Cyber Security Analyst / Specialist,Auditor,Cyber Security Engineer,Systems Administrator,Telecommunications Specialist / Engineer,Systems Engineer,IT Project Manager,Computer Support Specialist,Database Architect,IT Director,53,64,95,42,11,23,36,94,27,<10,27,<10,6,34,1,27,15
78100,44140,,"Springfield, MA",631982,182,756,4.2,Low,0.2,Very Low,Cyber Security Analyst / Specialist,Cyber Security Engineer,Computer Support Specialist,IT Project Manager,Network Engineer / Architect,IT Director,Risk Manager / Analyst,Auditor,Network Support Technician,Software Developer / Engineer,70,64,128,61,0,34,71,<10,<10,<10,<10,<10,4,22,2,10,9
,44180,,"Springfield, MO",456456,128,560,4.4,Average,0.3,Very Low,Cyber Security Analyst / Specialist,Cyber Security Engineer,Network Engineer / Architect,Systems Analyst,Application Support Analyst,Electrical Engineer,Auditor,Systems Administrator,Systems Engineer,Network Administrator,37,63,78,40,8,17,44,91,37,<10,22,<10,11,38,3,22,16
,44220,,"Springfield, OH",135959,14,160,11.4,Very High,0.1,Very Low,Cyber Security Analyst / Specialist,IT Specialist / Engineer,Auditor,Systems Support Specialist,,,,,,,2,1,13,7,0,0,1,144,16,<10,<10,<10,0,6,0,0,0
,41060,,"St. Cloud, MN",194418,59,133,2.2,Very Low,0.2,Very Low,Cyber Security Analyst / Specialist,Network Engineer / Architect,Network Administrator,Auditor,Cisco Engineer,Information Specialist,IT Manager,Business Intelligence Analyst,Computer Support Specialist,Criminal Investigator,16,20,48,20,2,15,7,23,11,<10,<10,<10,0,3,0,5,2
,41100,,"St. George, UT",155602,9,18,2,Very Low,0.1,Very Low,Cyber Security Analyst / Specialist,Computer Repair Technician,Network Engineer / Architect,Systems Engineer,,,,,,,1,2,7,1,0,1,3,33,<10,<10,<10,<10,1,0,0,0,0
,41140,,"St. Joseph, MO-KS",126880,4,62,15.5,Very High,0,Very Low,Computer Support Specialist,Auditor,Cyber Security Analyst / Specialist,,,,,,,,0,1,4,0,0,0,1,36,<10,<10,<10,<10,1,0,0,0,0
,41180,,"St. Louis, MO-IL",2811588,3813,10110,2.7,Very Low,1.1,Average,Cyber Security Analyst / Specialist,Auditor,Cyber Security Engineer,Network Engineer / Architect,Systems Engineer,Systems Administrator,Software Developer / Engineer,Information Assurance Engineer / Analyst,Risk Manager / Analyst,Senior Software Developer / Engineer,1296,1987,2652,1251,204,492,787,3483,898,34,303,113,667,956,18,649,326
,44300,,"State College, PA",160580,67,204,3,Very Low,0.4,Very Low,Cyber Security Analyst / Specialist,IT Manager,Senior Software Developer / Engineer,Computer Support Specialist,Information Assurance Engineer / Analyst,Auditor,Computer Scientists / Researchers,IT Director,IT Specialist / Engineer,Network Administrator,32,40,52,26,5,22,19,46,18,<10,<10,<10,3,13,0,6,2
,44420,,"Staunton-Waynesboro, VA",120221,16,54,3.4,Low,0.1,Very Low,Cyber Security Analyst / Specialist,Network Engineer / Architect,CMS Developer,Systems Support Specialist,,,,,,,3,6,11,2,0,2,1,29,<10,<10,<10,<10,0,0,0,0,0
,44700,,"Stockton-Lodi, CA",726106,103,384,3.7,Low,0.2,Very Low,Cyber Security Analyst / Specialist,Systems Administrator,Systems Analyst,Software Developer / Engineer,Auditor,Computer Support Specialist,Network Engineer / Architect,IT Manager,Unix Administrator / Engineer,Data Engineer / Specialist,26,37,62,6,4,5,31,136,41,<10,22,<10,6,9,1,4,3
,44940,,"Sumter, SC",107480,84,403,4.8,Average,0.9,Average,Network Administrator,Cyber Security Analyst / Specialist,SharePoint Developer,Help Desk Technician / Analyst,Systems Administrator,Network Analyst / Specialist,Cyber Security Engineer,Information Assurance Engineer / Analyst,Network Engineer / Architect,Systems Engineer,13,29,63,22,1,9,5,393,33,<10,<10,<10,36,11,0,0,4
,45060,,"Syracuse, NY",660458,313,937,3,Very Low,0.4,Very Low,Cyber Security Analyst / Specialist,Auditor,Network Engineer / Architect,Systems Engineer,Cyber Security Engineer,Network Administrator,IT Director,IT Specialist / Engineer,Systems Support Specialist,Application Support Analyst,147,118,218,97,12,64,112,238,69,<10,18,<10,5,76,3,30,17
,45220,,"Tallahassee, FL",377924,242,860,3.6,Low,0.6,Very Low,Cyber Security Analyst / Specialist,Cyber Security Engineer,Network Engineer / Architect,Programmer / Analyst,Systems Administrator,IT Director,IT Manager,Auditor,Computer Programmer,Systems Analyst,110,97,152,58,12,40,91,91,77,<10,100,14,8,57,3,50,33
,45300,,"Tampa-St. Petersburg-Clearwater, FL",2975225,4915,10982,2.2,Very Low,1.6,Very High,Cyber Security Analyst / Specialist,Cyber Security Engineer,Auditor,Network Engineer / Architect,Systems Administrator,Systems Engineer,Software Developer / Engineer,Help Desk Technician / Analyst,Systems Analyst,Computer Programmer,1796,2409,3150,1441,309,694,1196,2947,1009,40,392,176,455,1144,17,722,332
,45460,,"Terre Haute, IN",171019,10,95,9.5,Very High,0.1,Very Low,Systems Administrator,Cyber Security Analyst / Specialist,Hardware Engineer,Network Analyst / Specialist,Sound Engineering Technician,Systems Engineer,Technical Consultant / Analyst,,,,3,3,9,2,0,2,0,105,<10,<10,<10,<10,4,1,0,1,0
,45500,,"Texarkana, TX-AR",149769,4,37,9.4,Very High,0,Very Low,Cyber Security Analyst / Specialist,IT Director,,,,,,,,,0,1,2,0,0,1,3,72,<10,<10,<10,<10,0,0,0,0,0
,45540,,"The Villages, FL",118891,2,23,11.6,Very High,0,Very Low,Systems Analyst,,,,,,,,,,2,2,0,0,0,0,0,15,12,<10,<10,<10,0,0,0,0,0
,45780,,"Toledo, OH",605956,130,581,4.5,Average,0.2,Very Low,Cyber Security Analyst / Specialist,Auditor,Network Engineer / Architect,IT Director,Database Administrator,Systems Administrator,Application Developer / Engineer,Computer Support Specialist,IT Manager,Risk Manager / Analyst,59,55,71,28,5,19,36,87,30,<10,26,10,0,9,3,32,7
,45820,,"Topeka, KS",233791,153,386,2.5,Very Low,0.6,Very Low,Cyber Security Analyst / Specialist,Cyber Security Engineer,Auditor,Systems Engineer,IT Specialist / Engineer,Computer Support Specialist,IT Director,Network Administrator,Network Analyst / Specialist,Systems Administrator,43,78,125,53,7,34,42,122,42,<10,28,10,11,49,0,21,24
,45940,,"Trenton, NJ",371398,1089,1449,1.3,Very Low,1.9,Very High,Cyber Security Analyst / Specialist,Cyber Security Engineer,Auditor,Network Engineer / Architect,Software Developer / Engineer,IT Project Manager,Systems Engineer,Risk Manager / Analyst,Systems Administrator,Technical Project Manager,401,554,764,428,153,179,308,98,98,10,79,24,46,321,3,179,82
,46060,,"Tucson, AZ",1010025,546,1223,2.2,Very Low,0.6,Very Low,Cyber Security Analyst / Specialist,Systems Administrator,Unix Administrator / Engineer,Auditor,Network Engineer / Architect,Systems Support Specialist,Cyber Security Engineer,Systems Engineer,Computer Repair Technician,Information Assurance Engineer / Analyst,176,184,380,140,26,93,131,780,167,<10,19,10,131,103,5,35,35
,46140,,"Tulsa, OK",981005,313,1144,3.7,Low,0.3,Very Low,Cyber Security Analyst / Specialist,Auditor,Cyber Security Engineer,Systems Administrator,Network Engineer / Architect,Network Administrator,IT Director,Systems Engineer,Systems Support Specialist,Database Administrator,118,134,213,114,34,53,72,198,85,<10,64,10,5,71,7,63,39
,46220,,"Tuscaloosa, AL",239908,15,67,4.5,Average,0.1,Very Low,Cyber Security Analyst / Specialist,Auditor,Technical Consultant / Analyst,Systems Support Specialist,,,,,,,8,5,7,3,0,1,3,21,<10,<10,<10,<10,0,3,2,4,3
,46340,,"Tyler, TX",222936,14,118,8.4,Very High,0.1,Very Low,Cyber Security Analyst / Specialist,Cyber Security Engineer,Auditor,,,,,,,,8,4,10,7,0,3,2,25,<10,<10,<10,<10,1,1,1,2,1
,46520,,"Urban Honolulu, HI",998714,1239,5917,4.8,Average,1.1,Average,Cyber Security Analyst / Specialist,Systems Administrator,Network Engineer / Architect,IT Specialist / Engineer,Information Assurance Engineer / Analyst,Cyber Security Engineer,Systems Engineer,Systems Analyst,Help Desk Technician / Analyst,Auditor,396,368,878,341,114,136,139,4429,624,<10,63,56,425,221,0,105,34
,46540,,"Utica-Rome, NY",295600,255,717,2.8,Very Low,0.9,Average,Cyber Security Analyst / Specialist,Software Developer / Engineer,Network Engineer / Architect,Cyber Security Engineer,Information Assurance Engineer / Analyst,Systems Administrator,Computer Support Specialist,Quality Inspector / Technician,Systems Engineer,Unix Administrator / Engineer,52,142,167,43,10,35,30,456,88,<10,<10,<10,85,96,0,8,8
,46660,,"Valdosta, GA",142875,14,161,11.5,Very High,0.1,Very Low,Cyber Security Engineer,Cyber Security Analyst / Specialist,Auditor,Business Intelligence Analyst,IT Administrator,Network Administrator,Systems Administrator,,,,3,6,13,7,4,0,0,107,<10,<10,<10,<10,1,6,0,1,0
,46700,,"Vallejo-Fairfield, CA",436092,99,266,2.7,Very Low,0.3,Very Low,Cyber Security Analyst / Specialist,Computer Support Specialist,Technical Manager / Director,Senior Software Developer / Engineer,Systems Administrator,Auditor,IT Director,Network Administrator,Network Engineer / Architect,Senior Web Developer,21,31,61,17,2,3,23,254,55,<10,23,<10,17,16,0,10,0
,47020,,"Victoria, TX",99913,2,19,9.7,Very High,0,Very Low,Cyber Security Analyst / Specialist,IT Specialist / Engineer,,,,,,,,,0,0,2,1,0,0,0,<10,<10,<10,<10,<10,1,0,0,0,0
,47220,,"Vineland-Bridgeton, NJ",155854,18,92,5.1,Average,0.1,Very Low,IT Director,Network Engineer / Architect,Auditor,Cyber Security Engineer,Cyber Security Analyst / Specialist,Help Desk Technician / Analyst,Project Manager,Software Developer / Engineer,Windows Administrator,,8,10,12,5,2,5,3,19,<10,<10,<10,<10,1,5,0,5,0
,47260,,"Virginia Beach-Norfolk-Newport News, VA-NC",1724876,3128,9145,2.9,Very Low,1.7,Very High,Cyber Security Analyst / Specialist,Systems Administrator,Network Engineer / Architect,Cyber Security Engineer,Systems Engineer,Software Developer / Engineer,Information Assurance Engineer / Analyst,Systems Analyst,Network Administrator,IT Specialist / Engineer,875,1327,2379,695,102,323,491,9572,978,<10,93,88,1264,667,8,184,120
,47300,,"Visalia-Porterville, CA",459863,14,76,5.4,Average,0,Very Low,IT Director,Computer Support Specialist,Cyber Security Analyst / Specialist,IT Manager,Systems Administrator,,,,,,4,2,4,1,1,6,11,59,<10,<10,<10,<10,0,1,0,0,0
,47380,,"Waco, TX",262813,48,243,5.1,Average,0.2,Very Low,Cyber Security Analyst / Specialist,Mathematician,IT Specialist / Engineer,Cyber Security Engineer,Systems Administrator,Auditor,Information Assurance Engineer / Analyst,IT Director,Network Administrator,Network Engineer / Architect,9,18,30,12,1,5,10,86,17,<10,<10,<10,13,12,2,0,3
,47460,,"Walla Walla, WA",64282,5,113,22.6,Very High,0.1,Very Low,Computer Support Specialist,Cyber Security Analyst / Specialist,IT Director,Network Analyst / Specialist,,,,,,,0,0,4,0,1,1,1,18,<10,<10,<10,<10,0,0,0,0,0
,47580,,"Warner Robins, GA",188149,243,1014,4.2,Average,1.4,High,Cyber Security Analyst / Specialist,Systems Administrator,Cyber Security Engineer,Software Developer / Engineer,Systems Engineer,Network Engineer / Architect,Information Assurance Engineer / Analyst,Network Administrator,Network Support Technician,IT Specialist / Engineer,43,111,199,35,1,11,22,1047,61,<10,<10,<10,128,79,0,29,7
,47900,,"Washington-Arlington-Alexandria, DC-VA-MD-WV",6097684,47186,83586,1.8,Very Low,6.3,Very High,Cyber Security Analyst / Specialist,Cyber Security Engineer,Network Engineer / Architect,Systems Engineer,Software Developer / Engineer,Systems Administrator,Information Assurance Engineer / Analyst,Auditor,Systems Analyst,Senior Software Developer / Engineer,14704,24084,32643,15308,4574,6730,10491,25837,11601,579,2335,1544,7301,14530,153,4105,3437
,47940,,"Waterloo-Cedar Falls, IA",170612,49,271,5.5,Average,0.2,Very Low,.NET Developer / Engineer,Data Center Technician / Engineer,C# Developer / Engineer,Cyber Security Analyst / Specialist,Help Desk Technician / Analyst,PHP Developer,SQL Server Database Administrator,Systems Support Specialist,UI / UX Designer / Developer,Web Developer,11,24,25,3,0,2,4,40,<10,<10,<10,<10,0,0,0,0,0
,48060,,"Watertown-Fort Drum, NY",117635,85,541,6.4,High,0.8,Low,Electrical Engineer,Network Analyst / Specialist,Systems Analyst,Network Engineer / Architect,Cyber Security Analyst / Specialist,Auditor,Electronics Engineer,Software Developer / Engineer,Systems Engineer,Cisco Engineer,20,46,37,7,0,0,6,321,21,<10,<10,<10,60,7,0,7,0
,48140,,"Wausau, WI",135868,26,135,5.2,Average,0.2,Very Low,Cyber Security Analyst / Specialist,Cyber Security Engineer,Network Analyst / Specialist,IT Director,IT Manager,IT Specialist / Engineer,Network Administrator,Network Engineer / Architect,,,10,7,17,13,1,6,4,<10,<10,<10,<10,<10,3,5,0,3,3
,48260,,"Weirton-Steubenville, WV-OH",120512,7,27,3.9,Low,0.1,Very Low,Software Developer / Engineer,Cyber Security Analyst / Specialist,IT Director,Chief Information Officer,,,,,,,0,3,0,0,0,3,3,<10,<10,<10,<10,<10,0,0,0,0,0
,48300,,"Wenatchee, WA",116178,15,45,3,Very Low,0.1,Very Low,Network Administrator,Cyber Security Analyst / Specialist,Cyber Security Engineer,,,,,,,,0,1,11,6,0,7,7,17,<10,<10,<10,<10,0,1,0,0,0
,48540,,"Wheeling, WV-OH",144198,17,124,7.3,High,0.1,Very Low,Cyber Security Analyst / Specialist,Auditor,Cisco Engineer,IT Director,IT Specialist / Engineer,Network Administrator,Software Developer / Engineer,Systems Analyst,,,3,9,11,7,0,1,6,<10,<10,<10,<10,<10,0,1,0,1,0
,48660,,"Wichita Falls, TX",150780,9,64,7.1,High,0.1,Very Low,Cyber Security Analyst / Specialist,Computer Repair Technician,,,,,,,,,2,0,8,1,0,1,6,101,<10,<10,<10,<10,0,2,2,0,2
,48620,,"Wichita, KS",644610,244,787,3.2,Very Low,0.3,Very Low,Cyber Security Analyst / Specialist,Database Administrator,Auditor,Network Engineer / Architect,IT Specialist / Engineer,Cisco Engineer,Software Developer / Engineer,Systems Administrator,Engineering Manager,Cyber Security Engineer,62,103,163,45,5,33,49,579,75,<10,15,<10,48,40,2,23,7
,48700,,"Williamsport, PA",116048,9,113,12.6,Very High,0.1,Very Low,Cyber Security Analyst / Specialist,Network Administrator,Cyber Security Engineer,,,,,,,,1,2,7,3,1,1,3,24,<10,<10,<10,<10,0,1,0,0,0
,48900,,"Wilmington, NC",277969,28,250,8.9,Very High,0.1,Very Low,Cyber Security Analyst / Specialist,Network Engineer / Architect,IT Director,Network Administrator,Systems Integration Engineer / Specialist,Computer Operator,Help Desk Technician / Analyst,Systems Administrator,,,1,10,22,4,1,2,4,112,18,<10,<10,<10,1,2,0,1,0
,49020,,"Winchester, VA-WV",133836,39,175,4.5,Average,0.3,Very Low,Cyber Security Analyst / Specialist,Cyber Security Engineer,Auditor,Electronics Engineer,Information Assurance Engineer / Analyst,IT Specialist / Engineer,Software Developer / Engineer,Systems Analyst,Exchange Engineer,IT Director,10,20,24,13,1,4,13,181,76,<10,<10,<10,1,8,0,10,0
,49180,,"Winston-Salem, NC",659330,330,937,2.8,Very Low,0.5,Very Low,Cyber Security Analyst / Specialist,Cyber Security Engineer,Risk Manager / Analyst,Auditor,Network Engineer / Architect,Business / Systems Analyst,Systems Analyst,Data / Data Mining Analyst,IT Manager,Project Manager,178,151,209,142,7,78,143,115,65,<10,37,12,2,92,2,66,37
,49340,,"Worcester, MA-CT",935536,343,1026,3,Very Low,0.5,Very Low,Cyber Security Analyst / Specialist,Cyber Security Engineer,Network Engineer / Architect,Auditor,Systems Administrator,Systems Engineer,Software Developer / Engineer,Network Administrator,IT Director,Systems Analyst,111,186,222,104,13,34,113,187,164,<10,64,37,3,67,3,69,27
,49420,,"Yakima, WA",248830,9,54,6,High,0,Very Low,Computer Support Specialist,Cyber Security Analyst / Specialist,IT Director,IT Specialist / Engineer,Network Administrator,Systems Administrator,,,,,1,0,8,1,0,1,2,31,<10,<10,<10,<10,0,1,0,0,0
,49620,,"York-Hanover, PA",442867,86,470,5.5,Average,0.2,Very Low,Cyber Security Analyst / Specialist,Network Engineer / Architect,Cyber Security Engineer,Systems Administrator,Application Developer / Engineer,Auditor,Database Administrator,Information Assurance Engineer / Analyst,Chief Information Officer,IT Manager,15,46,69,19,1,12,19,324,101,<10,15,<10,4,9,0,4,1
,49660,,"Youngstown-Warren-Boardman, OH-PA",549885,53,410,7.7,Very High,0.1,Very Low,Cyber Security Analyst / Specialist,IT Director,Network Engineer / Architect,Systems Administrator,Auditor,Cyber Security Engineer,.NET Developer / Engineer,Help Desk Technician / Analyst,Network Analyst / Specialist,Server Administrator,14,13,31,11,2,12,18,83,<10,<10,14,<10,5,5,0,4,2
,49700,,"Yuba City, CA",170955,57,184,3.2,Very Low,0.6,Very Low,Network Engineer / Architect,Cyber Security Analyst / Specialist,Systems Administrator,Cyber Security Engineer,Network Administrator,IT Specialist / Engineer,Senior Software Developer / Engineer,Software Developer / Engineer,Security / Defense Intelligence Analyst,Systems Analyst,11,17,48,17,0,5,3,231,11,<10,<10,<10,38,7,0,0,0
,49740,,"Yuma, AZ",204275,88,299,3.4,Low,0.6,Very Low,Cyber Security Analyst / Specialist,IT Specialist / Engineer,Systems Administrator,Network Support Technician,Systems Analyst,Computer Support Specialist,Data / Data Mining Analyst,Database Administrator,Electrical Engineer,IT Project Manager,16,12,68,9,3,13,16,209,17,<10,<10,<10,24,24,0,6,2
